日期,類型,主題,連結,內容,講者
,Pre-recorded,How Cassidy.ai is building no-code tooling with Azure OpenAI Services,https://build.microsoft.com/en-US/sessions/54ce931b-e11a-4fdd-a9db-490a364f5f3a?source=sessions,"Meet Founder, Justin Fineberg, and AI Product Manager, Jake Rosenthal, on how they're building Cassidy.ai. Justin shares the story of Cassidy, and Jake walks us through the product they're building to make AI more accessible to everyone. Cassidy’s innovative approach enables businesses, from startups to enterprises, to harness the potential of AI without compromising on data protection or efficiency propelling companies toward success.",Justin Fineberg
,Pre-recorded,GraphRAG: Using knowledge in unstructured data to build apps with LLMs,https://build.microsoft.com/en-US/sessions/89f02b0f-767c-4580-a0b3-1394dfdbcbd7?source=sessions,"In this session, we will walk through how to extract domain-specific knowledge from your unstructured data with Graphlit, and build knowledge graphs that you can integrate with Large Language Models (LLMs).

By ingesting email, Microsoft Teams messages, documents, and meeting recordings, we can extract people, companies, places, or topics, and organize into knowledge that we can use for Q&A, summarization, or content authoring.",Kirk Marple
,Pre-recorded,Securing Dockerized apps in the Microsoft ecosystem,https://build.microsoft.com/en-US/sessions/bfbed5b7-3339-45e1-ab19-60d325b5e26b?source=sessions,"Discover how Docker optimizes your software supply chain for application quality, security, and reliability. This session covers Docker's tools for tracking software components, securing apps in Microsoft environments with Docker Scout, and enhancing security compliance. Learn about Enhanced Container Isolation, securing resources, and integrating Azure Container Registry with Docker Hub for deploying secure apps — gaining insights into safeguarding data and systems.",Rachel Taylor
,Pre-recorded,Secure data processing with AMD Confidential VMs on Azure Databricks,https://build.microsoft.com/en-US/sessions/a36fe576-477c-4fe3-9ed3-324a5d33678e?source=sessions,"Microsoft, Databricks, and AMD teamed up to launch a revolutionary confidential analytics offering with Azure Databricks last year. Hear from Lasse Jenzen, Principal Consultant at ORAYLIS GmbH, on how Azure Databricks, enabled by Confidential VMs running on AMD EPYC processors, makes cloud adoption possible with even the most sensitive customer data. Lasse will walk through the offering, sharing reference architecture and a live demo, and you'll hear from a customer who has adopted the solution.",Lasse Jenzen
,Pre-recorded,Seamlessly leverage .NET on Ubuntu from development to deployment,https://build.microsoft.com/en-US/sessions/fe58e8ce-6a0d-42d9-911f-9ebfe44d6dad?source=sessions,"Discover how Canonical and Microsoft streamline .NET development on Ubuntu. Learn about .NET packages in latest Ubuntu releases, the evolution of .NET containers, and the benefits of ultra-secure, optimized chiseled Ubuntu containers.",Jehudi Castro-Sierra
,Pre-recorded,Scaling Spring Batch in the Cloud,https://build.microsoft.com/en-US/sessions/c0b51857-d1a4-4ea6-a135-a7261e99496a?source=sessions,"Spring Batch is a robust framework for handling large-scale data processing, offering essential features like logging, tracing, transaction management, and more. It simplifies the development process by providing ready-to-use components, allowing you to concentrate on the core business logic. In this session, we delve into Azure Spring Apps Enterprise, which elegantly handles ephemeral batch jobs in the cloud. We'll explore key functionalities necessary for cloud-based batch processing.",
,Pre-recorded,Revolutionize reports with Fabric Copilot and Power BI,https://build.microsoft.com/en-US/sessions/be2b066b-8785-4c92-97d6-9e42e4be74fd?source=sessions,"This presentation will show how to leverage Fabric Copilot to improve the Power BI experience for developers and end users. We'll show you how to go from start to finish applying our favorite new features that Fabric Copilot offers. By the end of this presentation, you'll know how to leverage Fabric Copilot in Microsoft Fabric and be equipped with strategies to increase productivity, improve efficiency, and report utilization for your teams.",Amber King
,Pre-recorded,"Revolutionize Manufacturing with Copilot, custom copilots in Teams",https://build.microsoft.com/en-US/sessions/6174b0ff-dcb0-4e6c-9978-169f0b92361b?source=sessions,"Learn how key manufacturing customers deployed Copilot plugins and custom copilot solutions integrated with Microsoft Teams to speed up product searching, solution selection, order processing and inventory analysis using search based message extensions and bot framework.",Christian Burke
,Pre-recorded,Quickly deploy NVIDIA optimized generative AI on Azure AI Studio,https://build.microsoft.com/en-US/sessions/c7456196-0f75-40db-9b27-b0dc13b76673?source=sessions,"Organizations are looking to quickly ramp up efforts to develop and deploy their generative AI applications into production, while challenged with limited resources and budgets. This session will demonstrate how developers can accelerate their generative AI journey by accessing a broad range of foundation models with microservices to test and pilot LLMs and quickly deploy on Azure AI Studio or AKS.",Vineeth Kalluru
,Pre-recorded,Outlook Add-ins Transformed,https://build.microsoft.com/en-US/sessions/59e11b57-6a0b-4403-9785-cdd996d3e382?source=sessions,"What do Copilot, Teams Apps, Single-Sign On and the New Outlook have in common?  Come join us to learn more about how Outlook add-ins are transforming to allow you to build more intelligent solutions with better experiences across more clients this year.",Juan Balmori
,Pre-recorded,Optimizing AI Applications for Production with Observability,https://build.microsoft.com/en-US/sessions/690c081b-a219-447a-8005-42363dcaab80?source=sessions,"Discover the power of observability in AI applications. In this session, we’ll demonstrate how to effectively monitor and instrument the performance of your AI pipeline by integrating instrumentation into the APIs and services. You’ll learn how to capture and analyze crucial information such as the performance of individual AI components, retrieval parameters, and token throughput for Azure AI Services. Join us to enhance the efficiency and reliability of your AI applications.",Anthony Shaw
,Pre-recorded,Optimize Microsoft SQL Server with Datadog's database monitoring,https://build.microsoft.com/en-US/sessions/ff0cd339-ef2f-4154-a7ab-1f2694174782?source=sessions,"Join us for a session on database observability, with a focus on monitoring Microsoft SQL Server. Discover how to optimize your SQL Server and other Azure-managed databases, including SQL, MySQL or PostgreSQL, as well as Datadog's intuitive platform. Learn how Datadog effectively monitors the health and performance of your SQL Server databases and sets you up for successful cloud migration or modernization.",
,Pre-recorded,Modernize desktop apps into state-of-the-art web ones with Wisej.NET,https://build.microsoft.com/en-US/sessions/ea4cc909-e50b-4b78-a0d7-98b341e1eace?source=sessions,"In this session, we introduce Wisej.NET, a web framework for building line-of-business applications using C# or VB.NET. The session covers how Wisej.NET can be used to modernize existing desktop applications into state-of-the-art HTML5 web applications. Additionally, we will discuss Wisej.AI, a smart hub that can be used to add advanced AI features to modernized applications.",Thomas Althammer
,Pre-recorded,Modern Full-Stack Web Development with ASP.NET Core & Blazor,https://build.microsoft.com/en-US/sessions/6f3ea491-a05d-4693-bfce-60361e230ade?source=sessions,"Dive into the latest advancements in ASP.NET Core and Blazor for building dynamic, responsive full-stack web applications. Learn how these powerful frameworks simplify the development process, from server to client, enabling you to create rich interactive web UIs with C# instead of JavaScript.",Daniel Roth
,Pre-recorded,Unlock the power of Oracle and Azure with Oracle Database@Azure,https://build.microsoft.com/en-US/sessions/c00a1d03-35a7-4cd7-ab71-a4817e7411ae?source=sessions,"Accelerate the migration of your Oracle databases to Oracle Database@Azure. In this session, we'll walk through best practices for onboarding, achieving low latency and improving performance. Get exclusive announcements with demos on accelerating your Oracle database migration using DevOps. Learn how you can harness the power of Azure and Oracle to innovate at scale.",
