代號,日期,時長,Session type,Topic,Level,Delivery Type,Tag,Recording Availability,Programming Language,Download Video,Download Slides,Download Transcript,Resource_1,Resource_2,主題,內容,講者,標籤,下個主題1,下個主題2,下個主題3,下個主題4,下個主題5,下個主題6,下個主題7,下個主題8,下個主題9,相關1,相關2,相關3,相關4,相關5,相關6,相關7,影片,附註
OD533,,,Pre-recorded,Developer Tools,Intermediate (200),Online,,,,Video,,Transcript,Resource,"Blazor Home: https://blazor.net/

.NET 9: https://dot.net/next

.NET Smart Components: https://aka.ms/dotnet/smartcomponents",Modern Full-Stack Web Development with ASP.NET Core & Blazor,"Dive into the latest advancements in ASP.NET Core and Blazor for building dynamic, responsive full-stack web applications. Learn how these powerful frameworks simplify the development process, from server to client, enabling you to create rich interactive web UIs with C# instead of JavaScript.",,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,More on this topic,,,,Build Hybrid Apps with Blazor and .NE...,Build Hybrid Apps with Blazor and .NE...,.NET Aspire development on any OS wit...,Demystify cloud-native development wi...,,,,,
,,,,,,,,,,,,,,,Unlock the power of Oracle and Azure with Oracle Database@Azure,"Accelerate the migration of your Oracle databases to Oracle Database@Azure. In this session, we'll walk through best practices for onboarding, achieving low latency and improving performance. Get exclusive announcements with demos on accelerating your Oracle database migration using DevOps. Learn how you can harness the power of Azure and Oracle to innovate at scale.",,,,,,,,,,,,,,,,,,,,"""Message: \n"""
OD506,,,Pre-recorded,Copilot,Intermediate (200),Online,Copilot for Microsoft 365,,Python,Video,,Transcript,Resource,,Unleash AI-powered Extensibilities in Word/Excel/PowerPoint,"Explore the future of Office with Word, Excel, and PowerPoint extensibilities! Join us to learn how Microsoft 365 Copilot plugins work in Word, Excel and PowerPoint documents, new Office add-in developer tools with GitHub Copilot agent, new platform capabilities, and exciting partner stories. Discover how to enhance your applications with powerful AI and integration opportunities in Office. Don't miss out on transforming how you work with Microsoft 365.","Pablo Diaz-Gutierrez|Appfluence Inc,Sabrina Eldridge|Litera,Wenjun Gong|Microsoft,Rahul Mittal|Microsoft",Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Shaping next-gen development: the fut...,Extending Copilot for Sales with Micr...,Reach 320M+ users in flow of work bui...,Outlook Add-ins Transformed,Build Microsoft Copilot extensions wi...,Extending GitHub Copilot,,,"Pablo Diaz-Gutierrez
Appfluence Inc
Save to backpackSabrina Eldridge
Litera

Save to backpackWenjun Gong
Microsoft
Save to backpackRahul Mittal
Microsoft
Save to backpackMonika Sanghani
Litera
Save to backpack"
OD544,,,Pre-recorded,AI Development,Intermediate (200),Online,,,,Video,,Transcript,Resource,,Unblocking AI Development through Azure Ecosystem Partners,"Discover how key ISV solutions available in the Azure Marketplace today can Accelerate the development of AI solutions and enable you to build solutions that are more performant, resilient, and scale better.  Additionally, these solutions will enable you to manage policies and security around the operations of AI workloads in your environment.","DGDani Golan,BTBrett Tanzer,RTRatan Tipirneni",Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Operationalize AI responsibly with Az...,Launch AI applications and get to mar...,Using AI with App Service to deploy d...,Transforming the future of startups w...,Disrupt and Grow with Microsoft Azure AI,,,,
ODFP606,,,Pre-recorded,Security,Intermediate (200),Online,Threat Protection,Recorded,,Video,,Transcript,,"Data Sheet NeuVector: https://suse.imagerelay.com/share/9e4bd33739ef4e2e807bf01803666f71

Data Sheet Rancher Prime: https://suse.imagerelay.com/share/77d9c80bc2d5434093475b88dff71d9d",True zero-trust runtime security in AKS,"NeuVector is open source, container native and can make your containerized workloads more secure… today! See first hand how to get to true zero-trust runtime security in AKS and other Kubernetes deployments with NeuVector by SUSE. We will take an application through its deployment lifecycle, from Dev/Test to Q/A to Production, and automate the 'fingerprint"" of appropriate behaviors in your software stack. Join us for this real-world example of how to not just identify attacks but to actually prevent them.",,Pre-recorded|Online only,,,,,,,,,,Unlocking potential with eBPF & Ciliu...,Securing Dockerized apps in the Micro...,Securing the Containers’ Supply Chain...,,,,,,
ODFP637,,,Pre-recorded,Data & Analytics,Advanced (300),Online,Open Source,Recorded,,Video,,Transcript,,"Data Streaming for AI: https://www.confluent.io/blog/ai-data-streaming/

Confluent + Azure Blog Post: https://techcommunity.microsoft.com/t5/ai-azure-ai-services-blog/building-real-time-intelligent-ai-copilots-with-confluent-cloud/ba-p/3932183",Transforming user experiences with real-time AI Copilots,"Experience the future of user assistance with real-time AI copilots. Powered by Confluent Cloud, Azure OpenAI, and Azure Data Services, witness seamless interactions, personalized assistance, and real-time processing in airline booking systems. Join us for a quick yet insightful demo showcasing the transformative potential of copilot technology in enhancing user experiences across various domains.",Jacob Bogie|Confluent,Pre-recorded|Online only,,,,,,,,,,Shaping next-gen development: the fut...,The power of AI and Copilot for Azure...,Unlock potential on Azure with Micros...,Build sophisticated custom copilots w...,Azure AI Studio - Creating and scalin...,,,,"Jacob Bogie
Cloud Partner Solution Architect
Confluent
Save to backpack"
OD503,,,Pre-recorded,Windows,Advanced (300),Online,,,,Video,,Transcript,Resource,,The Latest in Windows Security for Developers,"Let's explore the cutting-edge features that secure Windows. We will discuss the newest silicon assisted security, key protection, Win32 app isolation, privilege protection for admin users, passkeys, Personal Data Encryption, attestation, and more. Discover how you can build more secure applications and protect your data and identities. Don't miss out on learning about the future of Windows Security and how you can benefit as a developer.",Katharine Holdsworth|Microsoft,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,Developer experience improvements in ...,Unleash Windows App Security & Reputa...,Introducing the Next Generation of Wi...,Securing Dockerized apps in the Micro...,Creating Seamless Cross-Device Experi...,,,,"Katharine Holdsworth
Partner Group Product Manager
Microsoft
Save to backpack"
ODFP617,,,Pre-recorded,Developer Tools,Advanced (300),Online,Windows on Arm,Recorded,C#,Video,,Transcript,,"Learn more about ReSharper: https://www.jetbrains.com/resharper/?utm_source=microsoft&utm_medium=conference&utm_campaign=build24

Try JetBrains AI Assistant: https://www.jetbrains.com/ai/?utm_source=microsoft&utm_medium=conference&utm_campaign=build24",Taking ReSharper to the next level with JetBrains AI Assistant,"For 20 years, ReSharper has been keeping your code clean, teaching you language features, and making you more productive. The new JetBrains AI Assistant combines this hard-earned knowledge and experience with the power of LLMs. Discover how a good AI Assistant can become a powerful new tool for learning codebases, summarizing APIs and functions, generating boilerplate code and tests, and leveraging ReSharper's indexes to know more about your solution, all inside Visual Studio.",Matt Ellis|JetBrains,Pre-recorded|Online only,,,,,,,,,,Practical End-to-End AI Development u...,What’s new in GitHub Copilot and Visu...,Build scalable automations with AI Ui...,Infusing your .NET Apps with AI: Prac...,Build sophisticated custom copilots w...,,,,"Matt Ellis
JetBrains
Save to backpack"
OD502,,,Pre-recorded,Windows,Advanced (300),Online,,,,Video,,Transcript,Resource,,Supercharging your React Native app for Windows,"React Native isn't just for mobile! Did you know that parts of Office, Xbox, and Windows 11 use RN to build native experiences with the efficiency of web? Come learn how to use your React skills to unlock the full power of the Windows platform!",Chiara Mooney|Microsoft,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,,,,,,,The Latest in Windows Security for De...,"Level up your dev box, how devs at Mi...",Creating Seamless Cross-Device Experi...,Expand your reach and revenue with Mi...,How to create superior experiences wi...,,,,"Chiara Mooney
Software Engineer II
Microsoft
Save to backpack"
ODFP600,,,Pre-recorded,Security,Intermediate (200),Online,Power Automate,Recorded,,Video,,Transcript,,"ADF and Snowflake: https://www.snowflake.com/webinars/virtual-hands-on-labs/effortless-data-orchestration-a-practical-guide-to-azure-data-factory-and-snowflake-2024-03-13/

Quickstart: Power Apps: https://quickstarts.snowflake.com/guide/power_apps_snowflake/index.html?index=..%2F..index&_ga=2.82155856.719190985.1712073990-301578218.1712073990&_gac=1.156619209.1712278415.Cj0KCQjwn7mwBhCiARIsAGoxjaJYX10N5in6nhdPmlq_MSdtOu6NR-gI50dD7JIXENxOkNa_IrQRLasaAsR6EALw_wcB#0

Connector: Power Apps: https://medium.com/@chandra.nayak_2494/introducing-updated-snowflake-connector-for-microsoft-powerapps-4b3d2f05d4a3

Quickstart: Azure Data Factory: https://quickstarts.snowflake.com/guide/getting_started_with_azure_data_factory_and_snowflake/index.html?index=..%2F..index#0",Streamline workloads with deep integration from Snowflake,"Whether you’re running advanced analytics or developing data-intensive AI applications, Snowflake and Microsoft have developed deep integrations to make it easier for you to streamline your workloads. In this session, we’ll show you how to leverage Azure Data Factory with Snowflake for effortless data orchestration, Microsoft Purview and Snowflake Horizon for data and AI discovery and governance and capabilities to enhance your applications built on Microsoft Power Platform.",Eric Tolotti|Snowflake,Pre-recorded|Online only,,,,,,,,,,Unify your data with OneLake and Micr...,Integrating Azure AI and Microsoft Fa...,Power AI apps and develop rich experi...,Using Power Platform to accelerate fu...,,,,,"Eric Tolotti
Senior Partner Engineer
Snowflake
Save to backpack"
OD543,,,Pre-recorded,AI Development,Intermediate (200),Online,,,,Video,,Transcript,Resource,Announcing new search capabiliti...: https://aka.ms/build-search,Spring Unlocks the Power of AI Platform - End-to-End,"Dive into the AI revolution for Spring developers. Experience how AI can up the game on your Spring projects, making them more interactive, intelligent, and innovative. In this session, we will guide you through integrating AI into Spring applications, showcasing:
- AI enhancements for self-serve or customer support in existing apps.
- AI-driven user interfaces for natural, intuitive interactions.
- Techniques to feed data into AI models, making your apps continually smarter.",Timothy Ng|Microsoft,Pre-recorded|Online only,More on this topic,More on this topic,More on this topic,More on this topic,,,,,,Building JavaScript intelligent web a...,"App innovation in the AI era: cost, b...",Practical End-to-End AI Development u...,Optimizing AI Applications for Produc...,Disrupt and Grow with Microsoft Azure AI,,,,"Timothy Ng
Microsoft
Save to backpack"
